text,label
"BDX, GLOP among premarket losers",negative
Prohibition Ended Today 86 Years Ago,neutral
Live Ventures reports FY results,neutral
Is Sistema Public Joint Stock Financial Corporation (MCX:AFKS) Trading At A 47% Discount?,neutral
"First-time U.S. jobless claims drop to 202,000",positive
Simplus Announces Key Hires to Bolster Salesforce Manufacturing Practice,neutral
"Bloomberg Westminster: ""Time to Be Honest"" With The Public",neutral
$CERN hits @MarketSmith Scan as rises out of Cup and Handle with a target to 79 #IBDPartner @InvestorsBusinessDaily…,positive
Pinterest Stock Soars 17% on Earnings Beat and Rosy Outlook,positive
$PIXY Do you remember this stock? It's back to my buy zone. Loading up.,neutral
Italy reported the lowest number of new coronavirus infections in nearly three weeks,neutral
"History shows that the Dow, S&P 500, and the Nasdaq could be in for another huge run in 2020.…",positive
Collection House : Change of Chief Executive Officer #CollectionHouse #Stock #MarketScreener,neutral
Stericycle offloads environmental unit to Harsco,neutral
Aggressive Fed boost fails to stop sell-off #Samp;P500 #economy #MarketScreener,negative
$FCEL - FuelCell expands board to five members,neutral
Avery Dennison buys Smartrac’s RFID inlay business for €225M,neutral
Golf legend @jacknicklaus’s original 18-karat gold Rolex will be auctioned off today at Manhattan’s Phillip Auction…,neutral
$QTRH - WiLAN signs wireless license with LG; shares +7% PM,positive
Stock Market Update: Stock market primed for more gains at open,positive
Edited Transcript of LEVE3.SA earnings conference call or presentation 18-Nov-19 3:00pm GMT,neutral
Aurora Property Buy Write Income Trust : NTA Estimate - $6.32 #Stock #MarketScreener,neutral
India Globalization Capital reports Q3 results,neutral
"Macy's lowers full-year sales guidance, now sees same-store sales down 1.5% to down 1%",negative
4 ways Washington is set to change how you save for retirement,neutral
Hong Kong House Prices Stay Stubbornly High in Face of Unrest,neutral
Scandinavian Tobacco Group A/S Earnings Missed Analyst Estimates: Here's What Analysts Are Forecasting Now,negative
"The Supreme Cannabis Company, Inc. Consensus Forecasts Have Become A Little Darker Since Its Latest Report",negative
Indonesia Eyes Empty Islands for Quarantine Hub Amid Virus Fears,neutral
$FLOW: SPX FLOW confirms deal to sell substantial portion of former Power and Energy reportable segment to Apollo...,neutral
What’s happening to Uber in London isn’t just a local challenge. It’s a test of how it can do business anywhere out…,neutral
"Medtronic EPS beats by $0.03, beats on revenue",positive
"Saudi crown prince, Russia's Putin discuss efforts to stabilize oil markets: SPA #economy #MarketScreener…",neutral
BRP Group started at hold with $18 stock price target at Jefferies,neutral
EU countries back tough line on 5G suppliers in potential blow to Huawei,neutral
"Paschi Misses Full-Year Income Target, May Cut Costs More",negative
Credit Suisse’s Top Investor Wants Chairman to Follow CEO Out,neutral
Does Your Goal Setting Have 2020 Vision?,neutral
$SGMS trying to trigger a Cup & Handle (target 47) hits @MarketSmith Scan #IBDPartner a buy on break of Handle high…,neutral
The 10 Top-Selling Marijuana States in 2019,neutral
The owners of the New York Mets are in talks to sell up to an 80% stake of the Major League Baseball team to billio…,neutral
Interpublic CEO on competing with tech companies,neutral
Employee furloughs in the retail industry are now well over 1 million after one of America's biggest clothing store…,negative
"Defying Soft Automotive Market, Outsell Closes 2019 With 16 Percent Direct Revenue Increase",positive
U.K. in Final Stages of Choosing Next Bank of England Governor,neutral
Baker Hughes Announces January 2020 Rig Counts,neutral
"Fed, saying aggressive action is needed, starts unlimited QE",neutral
Estee Lauder stock price target raised to $238 from $202 at Raymond James,positive
Nestle Passes on Dessert as Its CEO Skips Straight to Coffee,neutral
S.F. Fed's Daily News Sentiment Index shows mood worsened in January,negative
"""the Committee directs the Desk to continue purchasing Treasury bills at least into the second quarter of 2020 to m…",neutral
"Sterling Organization announces the acquisition of a 244,917-square-foot grocery-anchored property in Colleyville,...",neutral
"The auto industry may have been lulled into a “false sense of security” when it comes to tariffs, warns one analyst",neutral
"Hedge Funds Are Still Crazy About Avid Technology, Inc. (AVID)",positive
Can Kirkland Lake Gold Ltd. (TSE:KL) Maintain Its Strong Returns?,neutral
Pelosi criticizes Trump's prayer breakfast comments as 'without class' - POLITICO,neutral
"PPD indicated to open at $32, or 19% above IPO price",neutral
Know This Before Buying Fluor Corporation (NYSE:FLR) For Its Dividend,neutral
$PRA - ProAssurance (PRA) Investor Presentation - Slideshow. Get more info on Seeking Alpha:…,neutral
Stein Mart looks for edge with jewelry,neutral
U.S. Productivity Rose Less Than Forecast in Fourth Quarter,negative
$AAPL - The Best Is Yet To Come As Apple Moves Into Media Production. Read more and sign up for updates:…,positive
Fed policymaker says more evidence needed for rate cut,neutral
"Ford reveals new electric SUV, Mustang Mach-E",neutral
Hours worked in fourth quarter increase 1.1%,positive
$KLBAY - Klabin S.A. (KLBAY) CEO Cristiano Teixeira on Q4 2019 Results - Earnings Call Transcript.…,neutral
"Lower oil prices typically boost global growth, but the recent decline to an 18-year low will likely provide less s…",negative
Amazon files suit protesting Microsoft's JEDI cloud contract with Pentagon,negative
Hedge Funds Prefer Analog Devices Over ABB Ltd (ABB),neutral
ESG Strategies May Help Investors Beat Market Returns,neutral
"Exxon, Chevron results augur tough year ahead, shares drop 3% #economy #MarketScreener",negative
$R - Assessing If Ryder System's Dividend Is Sustainable. #trading #stocks #economy,neutral
Falling Oil Prices An Economic Warning Sign | Zero Hedge,negative
"Stocks making the biggest moves midday: Amazon, IBM, Delta, Luckin & more",neutral
Here's What MSA Safety Incorporated's (NYSE:MSA) ROCE Can Tell Us,neutral
Martin Marietta Materials Q4 2019 Earnings Preview,neutral
Endonovo up 35% on evaluations of SofPulse in orthopedic surgeries,positive
INVESTOR ALERT: Law Offices of Howard G. Smith Announces the Filing of a Securities Class Action on Behalf of HEXO…,negative
Do Institutions Own Shares In Macquarie Infrastructure Corporation (NYSE:MIC)?,neutral
Cameco on the move after Q4 earnings topper,neutral
Hexagon Resources : Shareholders Approve Rare Earth Investment #HexagonResources #Stock #MarketScreener…,neutral
"Google has announced new limits on political advertising, but the decision raises broad questions about what types…",neutral
Czech interest rates could stay where they are for another year as global risks cloud the outlook for the export-or…,neutral
"Saudi Aramco meets ADIA, Abu Dhabi funds in IPO pitch: sources",neutral
"Some American homeowners are making a big retirement mistake, survey finds by @dsinghx",neutral
"NEW: Bernie Sanders leads the Democratic field in a new national poll taken after the Iowa caucuses, with Joe Biden…",neutral
"Stocks near record highs, pound wavers before election result",positive
Coty +5% after striking Kylie Jenner deal,positive
INVICTUS ANNOUNCES RESIGNATIONS,neutral
"Park City Group EPS misses by $0.01, misses on revenue",negative
".@MakerDAO is the darling of the decentralized finance movement. Unlike its competitors, it's backed not by other g…",neutral
Did Hedge Funds Drop The Ball On Intra-Cellular Therapies Inc (ITCI) ?,neutral
"Saudi, Russia win over oil producers to deeper cuts",positive
"$ELY - Callaway Golf EPS misses by $0.03, beats on revenue",neutral
New Jersey Resources Reports First Quarter Fiscal 2020 Results,neutral
"A Week In North Florida On A $24,960 Salary",neutral
Danaos Corporation announces $55M equity offering,neutral
"Given 6 months to live, woman gets a chance at life, love and a new baby thanks to Liver Tumor Program - UChicago M…",neutral
Friendly Hills Bank reports FY results,neutral
"Carlyle, others invest in Amex corporate-travel business",neutral
"Market recovery attempt strengthens, S&P 500 knifes toward next test",positive
$RNG - RingCentral's Winning Formula Involves Partnerships. Read more and sign up for updates:…,neutral
"With milk prices plunging to lows, dairy farmers are dumping the product to curb an oversupply during the…",negative
The Federal Reserve Bank of New York added liquidity to financial markets Thursday in what is effectively a short-t…,neutral
Mortgage rates rise slightly from three-year lows - here's why low rates won't help home buyers very much,neutral
Replacing Pratt engines in IndiGo fleet by end of January a challenge - CEO,neutral
Dealers gobble up funding in Bank of Canada's first BAPF operation #economy #MarketScreener,neutral
Trump Proposes Selling 15 Million Barrels From U.S. Oil Reserve,neutral
$PBR - Petrobras expects lower April production; makes oil discovery,negative
Kylie Jenner-Coty Deal Led by Little-Known Adviser Tiger Chark,neutral
PMC Case: Supreme Court Puts Sale Of HDIL Assets On Hold,neutral
Bonal International reports Q2 results,neutral
$PAC - Grupo Aeroportuario Del Pacifico reports 10.1% rise in November traffic,positive
CI Can Am Small Cap Fund Invests in REIT and Wood Products Manufacturer,neutral
SocGen Pledges Higher Returns After Dropping Profit Target,neutral
Report: 43% of investors interested in bitcoin are women by @readDanwrite,neutral
"Autostrada dei Fiori: viaduct ""Madonna del Monte"" #Stock #MarketScreener",neutral
"From guns to tobacco to health care, here are the industries a President Mike Bloomberg would affect.",neutral
Core US PPI surprises on the downside,negative
"$NFLX (-0.7% pre) Wells Fargo Downgrades Netflix (NFLX) to Underperform on Free Cash Flow Concerns, Still Sees Acqu…",negative
$CLR (+4.3% pre) Continental Resources suspends dividend amid coronavirus woes - Reuters,positive
Industrial - Top 5 Gainers / Losers,neutral
"Meet @EelectricMiguel, an electric eel powering the lights on a Christmas Tree at the @TNAquarium 🎄",neutral
".@realDonaldTrump on jobs number? ""Phenomenal""",neutral
"In this #CNBCClassic clip, Jeff Bezos explained his ambitious vision for Amazon in a 1999 interview: ""There’s no gu…",neutral
How Much Tax Will I Owe on My Social Security Benefits?,neutral
Klabin reports Q4 results,neutral
Hedge Funds Have Never Been More Bullish On Agile Therapeutics Inc (AGRX),positive
"AUD/USD, NZD/USD, USD/CNY – Greenback Showing Slight Gains",positive
Trump's budget proposes sale from emergency oil reserve,neutral
Maduro Embraces Capitalism and Venezuelan Emigres Are Returning,neutral
"VKTX, JKS among premarket gainer",positive
WeWork’s Path to Survival Is Narrow and Perilous,negative
When Should You Buy Packaging Corporation of America (NYSE:PKG)?,neutral
"Form 8.3 - The Vanguard Group, Inc.: Just Eat plc #JEOL #Stock #MarketScreener",neutral
"Nepal has arrested the brother-in-law of a woman who died after she was banished to a cow shed during her period, t…",neutral
"Watch the Tesla Cybertruck's supposedly unbreakable ""armor glass"" windows break after a metal ball was thrown at th…",neutral
Asterion nears final close for debut fund after raising €901m,neutral
$PECK - Peck: Growth Is Accelerating For This Profitable Green Energy Nano-Cap Company. #trading #markets #finance,positive
Lattice Semiconductor Q4 Earnings Preview,neutral
Tensions are mounting between Credit Suisse Chairman Urs Rohner and CEO Tidjane Thiam ahead of a board meeting next...,neutral
"Trump says he talked about interest rates, dollar strength with Powell",neutral
"U.K. stocks rally, British pound recovers as optimism over possible virus containment offsets worry over Johnson",positive
United joins Delta and American in suspending flights between the U.S. and mainland China. United's flight suspensi...,negative
"Obviously, I am not a communist,' @BernieSanders said, adding that Trump 'maybe doesn't know the difference.""",neutral
"Dozens of U.K. retailers have been forced to close stores and slash rents as they compete with online rivals, sendi…",negative
Taubman Centers (TCO) Tops Q4 FFO and Revenue Estimates,positive
Boris Johnson suggests the chances of London's Heathrow airport building a third runway anytime soon are lowÂ,neutral
"$DRI: Darden Restaurants provides COVID-19 update, reports quarter-to-date Q4 comps of -39.1%",negative
"Good for him but these ""market makers"" have no affirmative responsibility to make markets in times of stress. In o…",neutral
"Federal Reserve Chairman Jerome Powell said the U.S. economy is 'resilient,' even as he cited the potential threat…",positive
"OneMain plans to boost dividend, pay special dividends",positive
EU Trade Commissioner Phil Hogan says a political agreement on the shape of a new trading relationship with the U.K…,positive
Trump Grabs Spotlight Ahead of New Hampshire Democratic Primary,neutral
Downgrades 4/7: $MLND $MSGN $MTLS $O $OC $OVV $PEB $PK $PLYA $QEP $RHP $RPAI $SAIA $SDC $SHOP $SKY $SLG $SM $TWLO…,negative
$SEE - Sealed Air Q4 2019 Earnings Preview,neutral
Barings Participation Investors declares $0.27 dividend,neutral
QE Infinity: So It Begins. #business #stocks #stockmarket,neutral
Boris Johnson Cancels 2020 Tax Cut for Businesses: U.K. Votes,neutral
Your cup of coffee is going to cost you more in 2020. Here's why,neutral
Deutsche Bank has agreed to pay €15 million in penalties to end a probe into possible money-laundering and tax evas…,negative
UN convention pushes for recognition of educational qualifications,neutral
Advanced Emissions Solutions declares $0.25 dividend,neutral
Gold Price Forecast – Gold Markets Recover After Initial Selloff,positive
"Listen to our latest #RegionalView, where Regional Economist Alex Marre discusses economic conditions at a conferen…",neutral
Jamie Dimon expects fallout from the coronavirus pandemic to include a major economic downturn and stress similar t…,negative
Q1 Earnings Preview For Palo Alto Networks,neutral
EURUSD remains below broken swing area - ForexLive,negative
$LDOS - Leidos wins DoE contract,neutral
Consumer sentiment up in Decemeber,positive
$FGB - First Trust Specialty Finance&Financial Opportunities Fund declares $0.135 dividend,neutral
Do Hedge Funds Love Virtusa Corporation (VRTU)?,neutral
"Almost 40% of oil and natural gas producers face insolvency within the year if the oil rout persists, a new Federal…",negative
Did Changing Sentiment Drive MDxHealth's (EBR:MDXH) Share Price Down A Painful 79%?,neutral
"$FL - Foot Locker, Inc. (FL) CEO Richard Johnson on Q3 2019 Results - Earnings Call Transcript. Continue reading:…",neutral
OPEC's share of Indian oil imports in October hits lowest since 2011,neutral
Hedge Funds Aren’t Crazy About Hutchison China MediTech Limited (HCM) Anymore,negative
"Is Arcus Biosciences, Inc. (NYSE:RCUS) A Good Stock To Buy?",neutral
Nasdaq at record high as investors look past coronavirus impact on supply chains,positive
"Did you know on the Canary Islands there’s not one canary? And on the Virgin Islands? Same thing, not one canary there either.",neutral
"KFC is offering what's sure to be the hottest commodity of the season: a hunk of flammable, chicken-scented bliss k…",neutral
Hunt for Deadly Vapes Hindered by Marijuana's Legal Patchwork,neutral
The most compelling political images of the week,neutral
Stephen Poloz to step down as Bank of Canada governor,neutral
"Financial software services provider Bill.com prices IPO at $22 a share, above price range",neutral
Tupperware Brands among consumer gainers; Unilever leads the losers,neutral
Lowe's +5% on raising adjusted operating margin and earnings outlook for FY2019,positive
Fed to beat a faster retreat from repo market,neutral
Here are 12 key things to know about the Federal Reserve System,neutral
Dow turns negative after exploring record heights at opening bell,negative
"Rabobank: ""The Key Reason We Are In This Mess Is Due To Volcker""",neutral
LHC.W,neutral
eDreams ODIGEO S.A. reports Q2 results,neutral
The ECB dived into the fight to save the economy with 34 billion euros of bond purchases last week,neutral
$CORV - FDA advisory committee thumbs down on Correvio's Brinavess for AF,negative
"eib: #MustRead➡️EIB Bank Lending #Survey for #CESEE shows optimistic opinion of the region, positive profitability…",neutral
"Consumer Next Shoe To Drop As Wall Street Ignores Data ""Decelerating Hard""",neutral
Energy tops sector leaderboard on trade optimism,positive
Indonesia Files WTO Lawsuit Against EU Over Palm Oil Limits,negative
This is what distracted driving looks like in LA and New York. New data shows drivers are distracted around 20% of…,neutral
$STAY - Nomura Instinet loses confidence in Extended Stay America,negative
Uber's new roadmap to profitability draws Wall Street praise,positive
Bank of Mexico Makes Fifth Consecutive Rate Cut -- Update #economy #MarketScreener,neutral
"Any list of the most-popular online TV services begins with Netflix, Amazon and Hulu. But after those comes the unl…",neutral
"Audax picks up controlling stake in government info management, access business Kofile",neutral
Here is What Hedge Funds Think About Guangshen Railway Co. Ltd (GSH),neutral
Brasileiro S A Petrobras : Petrobras on new oil discovery in Campos Basin #Stock #MarketScreener…,positive
"Mnuchin: 'If we don't get it done this year, it will be top of the list' next year, on infrastructure",neutral
Investors 'are really excited about the Donald Trump presidency continuing': top strategist,neutral
After a early morning mishap on $SPY $ZM taking control here with $BA $AAPL $AMZN. $SPY $ZM both would be wins now too.,positive
Is this Wuhan's new hospital,neutral
"Starbucks Stock Is a Buy, According to This Investment Bank",positive
⚡️ Today is the International Day for the Elimination of Violence against Women. Here are some of the demonstration…,neutral
"Fed Provides More Liquidity; Phase 1 Trade Deal, But No Corroboration On Jobs Report",neutral
Wednesday's economic calendar,neutral
Olin Corp. stock price target raised to $23 vs. $22 at BofA Merrill Lynch,positive
Morgan Stanley upgrades NVIDIA $NVDA from Equal-Weight to Overweight and announces $259 price target.,positive
Here are the biggest stories from Bloomberg News today,neutral
U.S. Stocks Were Resilient Last Week As Coronavirus Roils China. #business #stocks #trading,positive
Like our Premarket posts? Come check us out at No bullshit live breaking news and rumors w…,neutral
DHL Invests $136 Million In New Logistics Hub,neutral
St. Louis Fed President Jim Bullard recommends declaring a “National Pandemic Adjustment Period' and discusses thre…,neutral
Japan Goes Into Reverse on Going Green,negative
"Stock Market Update: Asia closes mixed, Europe trades lower",neutral
"What Kind Of Investor Owns Most Of Cleveland BioLabs, Inc. (NASDAQ:CBLI)?",neutral
Did Infinera's (NASDAQ:INFN) Share Price Deserve to Gain 75%?,neutral
"ESR Cayman : PARTIAL EXERCISE OF THE OVER-ALLOTMENT OPTION, STABILIZING ACTIONS AND END OF STABILIZATION PERIOD…",neutral
Pending home sales squeak past estimate,positive
$AVLR - Avalara: Buy This Leader In The Tax Automation Trend. #economy #stockmarket #markets,positive
Vail Resorts missing snow in early part of season,neutral
Former PayPal CFO has bank account closed without warning,neutral
"Hedge Funds Have Never Been This Bullish On Construction Partners, Inc. (ROAD)",positive
China's Skyscraper Boom Comes Crashing Down Amid Developer Default,negative
Bank Of Baroda To Exit Trinidad And Tobago,neutral
Urban Outfitters stock down 9% after Q3 results,negative
"$COMDX: Summary of Weekly Petroleum Data for the week ending December 6, 2019",neutral
Is Evonik Industries AG (ETR:EVK) Trading At A 45% Discount?,neutral
"Bouygues SA Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",positive
"A new WTO ruling is allowing for $7.5 billion in tariffs on EU goods, meaning your favorite French wine is about to…",negative
The biggest U.S. retail organization warns that imports are falling sharply -- a sign that supply chains will be di…,negative
Bankers say guidance for the small business program isn't clear,neutral
Three killed and several wounded in Walmart shooting in Oklahoma,neutral
BlackRock declares $3.30 dividend,neutral
Mnuchin: President is willing to cut tariffs but as part of phase 2,neutral
FDA accepts Bioepis' application for Avastin biosimilar,positive
"Tickets for Obama fundraiser in Silicon Valley cost up to $355,000 via @FoxBusiness",neutral
Democrats need to realize that impeaching Trump may not accomplish anything at all,neutral
"Eskom, which accounts for two-fifths of South Africa’s greenhouse-gas emissions, leads the country’s biggest emitte…",neutral
WeWork Bonds Stumble to New Lows After Review,neutral
Corbus Pharma down 13% premarket after pricing equity offering,negative
"Fiesta Restaurant Group, Inc. to Appoint Andrew Rechtschaffen to the Board as Independent Director",neutral
Glu Mobile Inc. (GLUU) Sinks -2.71% Today: Breaking Down The Root Causes - Find News,negative
Have a few credit cards and interested in opening another? Here's how many cards you should have.,neutral
Honda may keep Wuhan plants closed longer due to outbreak: Nikkei,negative
Transportation is ‘broken’ — head of GM’s driverless car unit,neutral
Rally goes on as China cuts U.S. tariffs,positive
"WWE's stock plunges toward 21-month low after sales miss, 'considerable uncertainty' in outlook",negative
$CLR: Continental Resources announces suspension of quarterly dividend; global crude oil and product demand is...,negative
"$WE $SFTBF $SFTBY - WeWork adds SoftBank execs, Maurice Levy",neutral
"India Online Test Preparation Markets, 2020-2024: Anticipated to Witness a Massive Growth of 39% CAGR -…",positive
Is Industrial Logistics Properties Trust (ILPT) A Good Stock To Buy?,neutral
London Stock Exchange : Public policy and social science cross disciplinary divide #LondonStockExchange #Stock...,neutral
"Should We Be Delighted With Delta Air Lines, Inc.'s (NYSE:DAL) ROE Of 31%?",neutral
Innerscope Hearing Technologies reports Q3 results,neutral
$XHB Homebuilders ETF ; $BZH $HOV $TOL $LGIH $LEN worth watch if momo continues.,neutral
ToughBuilt Industries reports Q3 results,neutral
Colombia suffered more unrest as anti-government protesters returned to the streets,neutral
"We should never underestimate the political commitment to the euro, says Financial Times’ @martinwolf_ to our host…",neutral
$TOPS moving good today. Just play the movement. But don't get stuck holding the bag.,positive
"Brexit is rattling Europe's market for carbon allowances, and the U.K. election may push traders off the fence no m…",neutral
Are you allowed to return gifts you don’t like? Is it ever appropriate to just give cash? An etiquette expert answe…,neutral
Sanders Says He Had Campaign Best $25 Million Haul in January,neutral
Virtu Reprices Senior Secured First Lien Term Loan Lower and Enters into a Floating to Fixed Interest Rate Swap,neutral
Edited Transcript of KWR earnings conference call or presentation 13-Nov-19 1:30pm GMT,neutral
Hallmark Pulls Wedding Ads Featuring Two Brides Kissing,neutral
Baird bullish on beat-up Canada Goose,positive
"GBP/USD, EUR/GBP, USD/CAD – Limited Gains for Euro, U.S. Dolllar",positive
"Notable Insider Buys In The Past Week: Enterprise Products Partners, PBF Energy, Sage Therapeutics",neutral
Is $WDAY setting investors up for disappointment?,neutral
"CDPQ teams with Piramal again, launches $300m Indian private credit platform",neutral
"EIA forecasts U.S. shale oil output to climb by 49,000 barrels a day in December",negative
IMO International Maritime Organization : Preparations intensify as 1 January 2020 global ... #IMO #economy…,neutral
Avid Tech +11.5% after upside EPS forecast,positive
"Merger Monday roars back — LVMH buys Tiffany, Charles Schwab buys TD Ameritrade by…",neutral
Another Google Worker Says She Was Fired for Labor Advocacy,neutral
Australia to Boost Recycling Innovation Through $69 Million Fund,neutral
Edited Transcript of OHL.MC earnings conference call or presentation 14-Nov-19 5:00pm GMT,neutral
"This winning stock-market bet was soured by the coronavirus crisis, and now it's setting up for a rebound",positive
"Hedge Funds Have Never Been This Bullish On Elevate Credit, Inc. (ELVT)",positive
UPDATE 1-Brazil's real posts lowest ever close of 4.2061 per dollar,negative
Panoro Energy ASA reports Q3 results,neutral
Silver Lingering at $17.00,neutral
$MDCO: Oppenheimer cuts to Perform,negative
Western democracies are struggling to balance the geopolitical challenge of China with their need for 5G technology…,neutral
"Hallmark Pulls Kissing Brides, and Netflix, DeGeneres Push Back",neutral
U.S.-based chip-tech group moving to Switzerland over trade curb fears #economy #MarketScreener…,neutral
California Homebuilders Rush to Get Ahead of New Solar Mandate,neutral
$WKHS Workhorse Says New Loan Will Cover Electric Truck Production $DUK $GM $UPS via @benzinga,neutral
Americans hurt by the pandemic are skipping home-loan payments. The trusts that own the mortgages are feeling the p…,negative
SoftBank to Create Japan Internet Giant to Battle Global Rivals,neutral
AUD/USD Price Forecast – Australian Dollar Continues To Grind,neutral
"Is Qorvo, Inc.'s (NASDAQ:QRVO) 5.9% ROE Worse Than Average?",neutral
Aramco Up for Third Session With Eye on Passive Flows: Inside EM,positive
Hillhouse Capital to bid for Thyssenkrupp elevator unit - Bloomberg,neutral
Highlight: “People tend to freak out this time of year because houses [have] been on the market long or there’s not…,neutral
$MSFT - Microsoft: A Deep Due Diligence Dive Or How A Value Investor Embraced Microsoft. Read more and sign up for…,neutral
Hedge Funds Have Never Been More Bullish On Landec Corporation (LNDC),positive
"Mediaset set to win more time to complete merger of Italy, Spain units: sources",neutral
Bloomberg Westminster: Johnson's to lose? (with Chris Hanretty),neutral
Gold prices slip after hitting more-than-6-year high,negative
"Penn Station Stinks, But the Neighborhood Is Looking Up",neutral
Cardiff Lexington Corporation reports Q3 results,neutral
One man is the surprise holdout to a global oil production deal,neutral
Pinduoduo's stock plunges 23% premarket on heavy volume after Q3 results,negative
Should You Be Impressed By Masimo Corporation's (NASDAQ:MASI) ROE?,neutral
China Is the Key for Solar Stocks in 2020,neutral
Total tops Q4 earnings outlook as production climbs 8%,positive
"New Jersey Resources EPS in-line, misses on revenue",neutral
As The Trade Talk Pendulum Swings,neutral
Samenvatting: Transphorm’s GaN gebruikt de nieuwste Power Supplies van AES voor grote passagiersvliegtuigen,neutral
Jet fuel demand takes a hit as coronavirus leads to travel restrictions,negative
45% of Airline Loyalty Program Members Don't Know How to Use Their Rewards,neutral
$O - Realty Income: Creates An Attractive Buying Opportunity. #stocks #trading #finance,positive
Arex Capital ramps up pressure on Zagg,neutral
Swiss investor adviser Ethos calls for Credit Suisse overhaul after spying,negative
$ZM here we go..... down....,negative
"Airlines are facing their biggest ever peacetime crisis because of the coronavirus outbreak, and figures show that…",negative
Estee Lauder Q2 EPS $1.52 vs. $1.55 a year go,negative
Medical Marijuana Investors: The Floodgates Are Open,neutral
E-mini NASDAQ-100 Index (NQ) Futures Technical Analysis – Trade Through 8216.25 Changes Trend to Down,negative
Yet another reason to unplug: Cellphone injuries have risen over the past 20 years,neutral
$MARK nice volume...... after-hours could be fun !!! Next 50c,positive
$STMP - Inc. 2019 Q3 - Results - Earnings Call Presentation. Get more updates here:…,neutral
$APOP on scans.,neutral
$AYTU (-1.3% pre) Aytu BioScience Receives $23.0 Million from Warrant Exercises - SI,negative
3 Stocks With Fast-Growing Earnings,neutral
"Morgan Stanley upgrades Nvidia to buy, predicting 2020 will be 'a return to solid growth'",positive
"At US$69.02, Is It Time To Put ExlService Holdings, Inc. (NASDAQ:EXLS) On Your Watch List?",neutral
$MYOV here we go !!,neutral
South Africa could fall deeper into junk territory after S&P cut the outlook on its assessment of the nation’s debt…,negative
"Mobile TeleSystems EPS misses by RUB7.49, beats on revenue",neutral
Two top BOE officials suggested that the UK financial system's rules may have to diverge from the EU's after Brexit,neutral
The Splunk Data-to-Everything Platform Brings Speed and Scale to McLaren,neutral
$LNVGY - Lenovo Group: Core PC Business Delivers Strong Performance But Future Growth Could Slow. Read more:…,neutral
"It was 7 years ago that Jerome Powell said ""we look like we are blowing a fixed-income duration bubble right across…",neutral
SNC-Lavalin selects Bell as new CFO,neutral
Boyd Gaming pulls off financing move,neutral
$BIMI only the break of this large trading range will send the stock to higher levels. No position.,neutral
Negative Interest Rates And The Perpetuity Paradox. Follow this and any other stock on Seeking Alpha!…,neutral
Merkel Says Thuringia CDU State Party Decision 'Unforgivable',neutral
$VCLT $SPLB $IGLB - Guggenheim's Minerd sees more gloom ahead in stocks,negative
Trump Calls Hong Kong Protests 'Complicating Factor' in Trade Talks -- Update #economy #MarketScreener…,neutral
"With China Markets Set To Re-Open, US Traders Are Ignoring Two ""Blatantly Obvious"" Issues",negative
Paul Wolfowitz's NYT Op-Ed: Blatherings Of A Sanctimonious Sicko,neutral
"T-Mobile is eyeing a price cut in its merger with Sprint, sources say",neutral
"At Hermès, a $67 Lipstick Could Hint at Big Ambitions",neutral
"Chevron/shale gas: Atlas, shrugged off",neutral
US STOCKS-Futures gain as China fuels trade deal optimism,positive
The Consumer Economy Continues to Shrug Off Industry's Woes,positive
Stock Market Update: Global stocks give back gains,negative
"Highlight: @ArgusResearch Senior Analyst Bill Selesky on $TSLA: ""I really have no idea what's causing it to pop tod…",positive
Qualcomm provides three-year targets,neutral
"Anno record per il gruppo Iberchem, che perfeziona due acquisizioni nel segmento aromi e registra una crescita delle entrate pari al 19%",neutral
It looks like $CPHI could be a stock that deserves your attention going forward.,positive
China iron ore surges to over 4-month high as supply uncertainties loom,negative
"Chesapeake Energy's stock bounces 1.7% premarket, after plunged 14% Tuesday to 25-yr. low",positive
Video of Serena Williams & Olympia Dancing to Pampers’ “Wild Child Wiggle” Available on Business Wire’s Website,neutral
$ECONX: Nonfarm Payroll Revisions- October revised to 135K from 189K; September revised to 193K from 180K,negative
"Berkeley, California banned gas stoves in new buildings. Here's why some chefs are not happy about it",neutral
"With latest moves, Fed becomes creditor in chief for U.S. business #economy #MarketScreener",neutral
Canadian provinces on board with AbbVie's Skyrizi,neutral
"Cocaine trafficking has been big business for at least a decade, and suspicions abound about the origin of some of…",neutral
$COENF $COENY - Contact Energy reports 1H results,neutral
South Africa’s Economic Freedom Fighters Party Keeps Top Leaders,neutral
"Some jobless Americans will start seeing heftier unemployment checks as soon as this week, depending on where they…",negative
Oil Price Might Go Negative - Bullish For WTI. #stockmarket #stocks #business,neutral
"Is Westwood Holdings Group, Inc. (WHG) A Good Stock To Buy?",neutral
Racing on Ice,neutral
"If You Invested $1,000 in Square's IPO, This Is How Much Money You'd Have Now",neutral
"Insiders Know Best? What Employee Ratings Reveal About Aurora Cannabis, Canopy Growth, and Cronos Group",neutral
EBay Sells StubHub For $4B,neutral
"China sets tougher guidelines to protect patents, copyrights",neutral
$XEL - Xcel Energy to sell Mankato Energy Center for $680M,neutral
Global Trade Momentum Rises for First Time in Four Months,neutral
2019 jobs gains revised down slightly to 2.09 million,negative
We can learn from others' mistakes and simplify the federal tax code to slow the growth in income inequality and im…,neutral
Salarius Pharma files for equity offering,neutral
